formulation_id,raw_electrolyte_text,cell_type,salt_name,salt_name_2,salt_name_3,salt_concentration_m,salt_concentration_2_m,salt_concentration_3_m,anion_name,solvent_1,solvent_1_fraction,solvent_2,solvent_2_fraction,solvent_3,solvent_3_fraction,additive_1,additive_1_fraction,additive_2,additive_2_fraction,n_conditions,ce_mean_min,ce_mean_max,current_density_min_ma_cm2,current_density_max_ma_cm2,areal_capacity_min_mah_cm2,areal_capacity_max_mah_cm2,notes,references
5m_litfsi_1_4_ea_dcm_vol,5M LiTFSI 1-4 (EA-DCM vol),Li|Cu,LiTFSI,,,5.0,,,TFSI,,0.2,,0.8,,,,,,,1,96.5,96.5,0.2,0.2,0.5,0.5,unknown_tokens:DCM|EA,"Dong, X. et al. High-Energy Rechargeable Metallic Lithium Battery at −70 °C Enabled by a Cosolvent Electrolyte. Angew. Chemie Int. Ed. 58, 5623–5627 (2019)."
0_1_m_li2s5_5_lino3_in_1_m_litfsi_in_dol_dme_1_1_vol,0.1 M Li2S5 + 5% LiNO3 in 1 M LiTFSI in DOL/DME (1:1 vol),Li|Cu,LiTFSI,LiNO3,,1.0,0.1,0.7772999999999999,TFSI,DOL,0.5,DME,0.5,,,,,,,1,97.0,97.0,1.0,1.0,1.0,1.0,unknown_tokens:IN|LI2S5,"Zhao, C.-Z. et al. Li2S5-based ternary-salt electrolyte for robust lithium metal anode. Energy Storage Mater. 3, 77–84 (2016)."
0_5_m_litfsi_0_5_m_lino3_dol_dme_1_1_v,0.5 M LiTFSI 0.5 M LiNO3 DOL-DME (1:1 v),Li|Cu,LiTFSI,LiNO3,,0.5,0.5,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,97.0,97.0,0.5,0.5,0.5,0.5,,"May, R., Fritzsching, K. J., Livitz, D., Denny, S. R. & Marbella, L. E. Rapid Interfacial Exchange of Li Ions Dictates High Coulombic Efficiency in Li Metal Anodes. ACS Energy Lett. 6, 1162–1169 (2021)."
1_m_litfsi_in_dol_dme_with_5wt_tms_fnfsi,1 M LiTFSI in DOL/DME with 5wt% TMS-FNFSI,Li|Cu,LiTFSI,,,1.0,0.1097057745751177,,TFSI,DOL,0.5,DME,0.5,TMS,,,,,,1,97.3,97.3,0.5,0.5,1.0,1.0,unknown_tokens:FNFSI|IN|WITH;unsupported_species:TMS,"Tong, B. et al. (CH3)3Si-N[(FSO2)(n-C4F9SO2)]: An additive for dendrite-free lithium metal anode. J. Power Sources 400, 225–231 (2018)."
1m_litfsi_dme_dol_1_1_3_lino3,1M LiTFSI DME-DOL (1:1) 3% LiNO3,Li|Cu,LiTFSI,LiNO3,,1.0,0.4663763909046928,,TFSI,DME,0.5,DOL,0.5,,,,,,,1,97.8,97.8,0.5,0.5,1.0,1.0,,"Qiu, F. et al. A Concentrated Ternary-Salts Electrolyte for High Reversible Li Metal Battery with Slight Excess Li. Adv. Energy Mater. 9, 1803372 (2019)."
4_6_m_lifsi_2_3_m_litfsi_dme,4.6 M LiFSI 2.3 M LiTFSI DME,Li|Cu,LiTFSI,LiFSI,,4.6,2.3,,TFSI,DME,1.0,,,,,,,,,1,97.9,97.9,0.5,0.5,0.5,0.5,,"Alvarado, J. et al. Bisalt ether electrolytes: a pathway towards lithium metal batteries with Ni-rich cathodes. Energy Environ. Sci. 12, 780–794 (2019)."
0_4m_litfsi_0_6m_lino3_dol_dme_1_1_vol,0.4M LiTFSI 0.6M LiNO3 DOL-DME (1:1 vol),Li|Cu,LiTFSI,LiNO3,,0.4,0.6,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,98.34,98.34,0.5,0.5,1.0,1.0,,"Chu, H. et al. Unraveling the Dual Functionality of High-Donor-Number Anion in Lean-Electrolyte Lithium-Sulfur Batteries. Adv. Energy Mater. 10, 2000493 (2020)."
1_m_litfsi_dol_dme_1_1_vol_2wt_lino3,1 M LiTFSI DOL-DME (1:1 vol) 2wt% LiNO3,Li|Cu,LiTFSI,LiNO3,,1.0,0.3109175939364618,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,98.5,98.5,0.5,0.5,1.0,1.0,,"Yuan, S. et al. Revisiting the designing criteria of advanced solid electrolyte interphase on lithium metal anode under practical condition. Nano Energy 83, 105847 (2021)."
3_25m_litfsi_0_1m_lino3_sl,3.25M LiTFSI 0.1M LiNO3 SL,Li|Cu,LiTFSI,LiNO3,,3.25,0.1,,TFSI,SL,1.0,,,,,,,,,1,98.5,98.5,0.5,0.5,1.0,1.0,,"Fu, J. et al. Lithium Nitrate Regulated Sulfone Electrolytes for Lithium Metal Batteries. Angew. Chemie Int. Ed. 59, 22194–22201 (2020)."
3_m_litfsi_3wt_lino3_dol_dme_1_1_v,3 M LiTFSI 3wt% LiNO3 DOL-DME (1:1 v),Li|Cu,LiTFSI,LiNO3,,3.0,0.4663763909046928,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,98.5,98.5,0.5,0.5,1.0,1.0,,"Qiu, F. et al. A Concentrated Ternary-Salts Electrolyte for High Reversible Li Metal Battery with Slight Excess Li. Adv. Energy Mater. 9, 1803372 (2019)."
2m_lifsi_1m_litfsi_dol_dme_1_1_vol,2M LiFSI 1M LiTFSI DOL-DME (1:1 vol),Li|Cu,LiTFSI,LiFSI,,2.0,1.0,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,98.6,98.6,0.5,0.5,0.8,0.8,,"Liu, P. et al. Concentrated dual-salt electrolytes for improving the cycling stability of lithium metal anodes. Chinese Phys. B 25, 78203 (2016)."
1m_lifsi_2m_litfsi_dol_dme_1_1_vol,1M LiFSI 2M LiTFSI DOL-DME (1:1 vol),Li|Cu,LiTFSI,LiFSI,,1.0,2.0,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,98.7,98.7,0.5,0.5,1.0,1.0,,"Liu, P. et al. Concentrated dual-salt electrolytes for improving the cycling stability of lithium metal anodes. Chinese Phys. B 25, 78203 (2016)."
1_3_m_litfsi_0_04_m_lino3_sl_d2_1_2_wt,1.3 M LiTFSI 0.04 M LiNO3 SL-D2 (1:2 wt),Li|Cu,LiTFSI,LiNO3,,1.3,0.04,,TFSI,SL,0.3357164358819988,D2,0.6642835641180012,,,,,,,1,99.0,99.0,0.5,0.5,1.0,1.0,unsupported_species:D2,"Fu, J. et al. Lithium Nitrate Regulated Sulfone Electrolytes for Lithium Metal Batteries. Angew. Chemie Int. Ed. 59, 22194–22201 (2020)."
2_m_lifsi_1_m_litfsi_3wt_lino3_dol_dme_1_1_v,2 M LiFSI 1 M LiTFSI 3wt% LiNO3 DOL-DME (1:1 v),Li|Cu,LiTFSI,LiFSI,LiNO3,2.0,1.0,,TFSI,DOL,0.5,DME,0.5,,,,,,,1,99.1,99.1,0.5,0.5,1.0,1.0,,"Qiu, F. et al. A Concentrated Ternary-Salts Electrolyte for High Reversible Li Metal Battery with Slight Excess Li. Adv. Energy Mater. 9, 1803372 (2019)."
1m_litfsi_in_fdma_fec_1_1_by_vol,1M LiTFSI in FDMA/FEC (1:1 by vol),Li|Cu,LiTFSI,,,1.0,,,TFSI,FEC,0.5,EC,0.5,,,,,,,1,99.3,99.3,1.0,1.0,1.0,1.0,unknown_tokens:BY|FDMA|IN,"Wang, Q. et al. Interface chemistry of an amide electrolyte for highly reversible lithium metal batteries. Nat. Commun. 11, 4188 (2020)."
0_5m_litfsi_0_5m_thf_ch3f,0.5M LiTFSI 0.5M THF CH3F,Li|Cu,LiTFSI,,,0.5,0.5,,TFSI,,1.0,,,,,,,,,1,99.4,99.4,1.0,1.0,1.0,1.0,unknown_tokens:CH3F|THF,"Yang, Y. et al. High-Efficiency Lithium-Metal Anode Enabled by Liquefied Gas Electrolytes. Joule 3, 1986–2000 (2019)."
1_2m_litfsi_1m_an_in_fm,1.2M LiTFSI 1M AN in FM,Li|Cu,LiTFSI,,,1.2,1.0,,TFSI,FM,1.0,,,,,,,,,1,99.4,99.4,0.5,0.5,1.0,1.0,unknown_tokens:AN|IN;unsupported_species:FM,"Yang, Y. et al. Liquefied gas electrolytes for wide-temperature lithium metal batteries. Energy Environ. Sci. 13, 2209–2219 (2020)."
3_m_lifnsi_in_dol_dme,3 M LiFNSI in DOL/DME,Li|Cu,,,,3.0,,,,DOL,0.5,DME,0.5,,,,,,,1,97.0,97.0,0.5,0.5,1.5,1.5,salt_not_parsed;unknown_tokens:IN|LIFNSI,"Fang, Z. et al. Novel Concentrated Li[(FSO2)(n-C4F9SO2)N]-Based Ether Electrolyte for Superior Stability of Metallic Lithium Anode. ACS Appl. Mater. Interfaces 9, 4282–4289 (2017)."
